student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,grade
S1249,19,Female,3.1,1.1,4.1,False,65.4,5.6,Good,3,High School,Good,10,True,58.4,DC
S1250,22,Male,5.5,3.5,1.1,True,81.3,7.0,Good,2,High School,Average,10,False,100.0,AA
S1251,17,Female,4.3,4.3,1.4,False,87.1,7.9,Fair,1,Master,Average,2,False,65.2,CC
S1252,20,Female,4.2,1.2,4.0,False,75.8,6.5,Fair,1,High School,Good,10,False,85.3,BA
S1253,21,Male,6.7,1.4,0.9,False,100.0,8.0,Fair,4,Bachelor,Good,2,False,93.8,AA
S1254,17,Male,2.5,3.7,1.2,True,78.6,7.8,Good,6,Bachelor,Average,9,False,78.8,CB
S1255,19,Female,4.9,2.8,1.6,False,84.6,5.2,Good,4,High School,Average,7,False,85.0,BA
S1256,23,Female,3.6,3.2,2.7,False,90.6,5.7,Good,0,Bachelor,Good,6,False,64.5,CC
S1257,22,Female,3.9,2.9,2.0,False,79.1,7.6,Fair,3,Master,Good,7,False,71.0,CB
S1258,24,Female,5.8,3.0,0.4,False,66.5,3.2,Fair,2,High School,Average,8,False,90.8,AA
S1259,19,Female,4.3,0.9,1.2,False,80.7,6.3,Fair,4,Master,Good,1,False,72.6,CB
S1260,17,Male,4.3,3.8,1.1,False,95.3,4.8,Fair,1,High School,Average,8,False,70.9,CB
S1261,22,Male,5.1,3.9,1.7,True,81.6,5.9,Fair,0,Primary School,Poor,3,True,65.1,CC
S1262,21,Male,3.0,2.2,2.3,False,76.5,6.1,Poor,2,Master,Average,3,False,49.1,DD
S1263,17,Female,2.2,2.4,2.3,True,94.3,6.1,Poor,5,Bachelor,Average,6,False,62.7,CC
S1264,19,Male,1.9,0.7,0.0,False,81.7,5.8,Good,1,Master,Poor,4,False,51.5,DC
S1265,18,Female,0.6,3.1,3.0,False,79.9,5.2,Good,1,Bachelor,Good,4,False,18.4,FF
S1266,20,Female,6.6,3.2,2.1,False,86.5,9.3,Fair,5,Master,Average,4,True,100.0,AA
S1267,24,Female,1.8,2.4,3.3,True,92.7,8.7,Fair,3,Bachelor,Good,10,False,53.3,DC
S1268,23,Male,3.2,3.8,2.3,False,100.0,5.1,Fair,3,Bachelor,Poor,9,False,76.1,CB
S1269,19,Female,3.1,2.1,3.0,False,93.3,8.4,Good,4,Bachelor,Average,8,False,85.6,BA
S1270,22,Male,4.0,3.2,2.3,True,96.6,6.0,Good,4,High School,Good,3,True,63.0,CC
S1271,24,Female,4.7,1.3,3.3,True,79.9,6.7,Good,1,Master,Good,1,False,73.6,CB
S1272,24,Male,4.8,2.5,2.4,True,74.7,6.4,Good,6,High School,Good,1,False,76.2,CB
S1273,24,Male,2.6,2.3,1.7,False,85.6,5.7,Fair,1,Bachelor,Good,1,True,45.5,DD
S1274,17,Female,3.2,2.8,4.3,False,86.1,7.7,Fair,4,High School,Average,4,True,58.6,DC
S1275,20,Male,3.9,2.1,2.8,False,74.2,6.7,Fair,5,Bachelor,Average,6,False,77.8,CB
S1276,17,Male,3.1,2.3,2.4,True,83.2,5.9,Fair,4,High School,Good,4,True,61.5,CC
S1277,22,Female,5.9,3.5,0.4,False,89.0,4.9,Good,1,Primary School,Good,3,False,71.4,CB
S1278,17,Female,4.2,2.0,0.4,False,88.6,5.4,Fair,2,Master,Good,8,True,93.9,AA
S1279,18,Female,4.6,0.6,2.1,False,90.0,4.5,Poor,1,High School,Good,8,False,85.9,BA
S1280,20,Female,4.5,4.6,2.0,False,87.9,6.5,Fair,2,Bachelor,Good,6,False,73.8,CB
S1281,20,Female,5.3,4.2,1.1,True,79.9,5.1,Good,2,High School,Average,9,False,83.3,BB
S1282,22,Male,3.8,0.9,2.0,True,79.9,6.2,Fair,1,Primary School,Good,10,False,79.7,CB
S1283,23,Male,1.6,3.3,3.5,True,73.0,8.1,Good,6,High School,Good,1,False,47.1,DD
S1284,18,Male,4.1,1.9,2.6,False,100.0,7.9,Fair,6,Bachelor,Good,8,False,91.9,AA
S1285,19,Female,2.5,2.8,0.5,True,85.1,6.5,Poor,0,Primary School,Poor,6,True,60.6,CC
S1286,17,Female,2.7,2.9,1.7,False,82.8,6.4,Fair,4,Master,Average,1,False,46.6,DD
S1287,21,Male,4.4,2.2,0.9,False,75.7,8.8,Good,6,High School,Poor,4,True,84.2,BB
S1288,17,Male,5.4,1.6,1.4,False,100.0,7.1,Fair,3,High School,Average,5,False,95.5,AA
S1289,24,Female,3.5,1.7,1.3,False,74.3,6.1,Good,1,High School,Good,7,True,73.5,CB
S1290,17,Male,4.0,1.4,1.3,False,80.7,4.8,Fair,2,Primary School,Poor,8,False,75.9,CB
S1291,19,Female,6.1,1.5,0.4,False,89.2,7.0,Poor,1,Bachelor,Average,9,False,100.0,AA
S1292,17,Female,3.9,2.4,1.7,True,91.0,7.5,Good,4,Master,Average,6,True,74.2,CB
S1293,18,Female,7.4,1.6,1.2,False,94.6,5.7,Fair,5,Bachelor,Good,10,True,100.0,AA
S1294,18,Male,4.3,3.3,0.0,False,100.0,6.8,Fair,6,High School,Average,9,False,94.9,AA
S1295,20,Female,0.9,4.3,4.1,False,90.1,6.1,Good,6,High School,Average,4,False,27.6,FF
S1296,22,Female,4.6,1.8,3.0,False,74.4,6.3,Fair,6,High School,Average,8,False,86.2,BA
S1297,23,Female,4.1,2.8,1.4,False,82.4,3.5,Good,2,Master,Average,3,False,60.1,CC
S1298,21,Female,5.4,3.1,1.8,False,88.1,6.2,Poor,3,High School,Average,4,True,91.3,AA
S1299,24,Female,4.5,3.1,0.5,False,100.0,7.7,Fair,3,Bachelor,Average,10,False,93.8,AA
S1300,17,Female,3.3,2.6,3.7,False,71.0,5.7,Poor,6,High School,Good,4,True,61.6,CC
S1301,17,Male,1.7,3.4,3.9,True,97.0,6.6,Good,3,High School,Average,6,False,41.7,DD
S1302,19,Female,3.2,3.1,2.0,False,86.8,5.6,Fair,5,High School,Poor,9,False,74.5,CB
S1303,22,Female,2.2,1.0,2.9,False,93.4,6.9,Good,6,Primary School,Good,6,False,63.7,CC
S1304,18,Male,2.6,3.5,2.0,False,84.0,6.2,Good,0,Bachelor,Average,1,False,39.6,FF
S1305,21,Female,4.4,3.6,0.3,False,76.6,5.4,Fair,2,High School,Good,5,True,87.5,BA
S1306,20,Female,6.0,1.6,1.3,False,92.5,8.1,Fair,5,Bachelor,Average,9,False,100.0,AA
S1307,18,Female,4.1,2.5,1.9,True,91.5,7.6,Fair,2,Primary School,Good,5,False,75.4,CB
S1308,24,Male,1.7,3.3,1.3,False,94.7,5.8,Fair,6,Master,Good,6,True,61.5,CC
S1309,22,Male,4.2,2.2,1.6,False,84.9,7.1,Fair,5,High School,Good,3,True,73.3,CB
S1310,24,Non-binary,5.3,3.8,1.7,False,79.0,7.1,Good,6,Master,Average,8,False,96.3,AA
S1311,23,Female,2.6,5.3,1.7,True,69.4,7.3,Good,5,Bachelor,Average,10,False,67.0,CC
S1312,20,Male,3.3,1.6,1.9,False,93.2,4.5,Good,6,Master,Average,4,False,70.1,CB
S1313,23,Female,3.5,0.8,0.6,False,89.2,7.7,Good,0,High School,Good,4,False,84.2,BB
S1314,19,Female,2.3,2.9,1.0,False,75.3,5.8,Good,2,Bachelor,Good,5,True,48.9,DD
S1315,24,Female,4.5,3.4,0.4,False,79.6,6.1,Fair,5,High School,Poor,10,False,98.8,AA
S1316,19,Female,3.3,2.2,2.9,True,80.3,9.7,Good,0,High School,Poor,9,False,76.1,CB
S1317,17,Male,4.1,4.2,0.0,False,70.2,6.9,Good,1,High School,Average,8,True,80.4,BB
S1318,23,Male,2.2,0.9,3.1,False,76.8,6.0,Fair,6,High School,Poor,7,False,64.1,CC
S1319,22,Male,2.8,3.3,3.3,False,73.7,3.9,Good,4,Master,Average,5,True,59.4,DC
S1320,24,Female,4.6,1.8,1.5,False,80.9,8.2,Fair,5,Primary School,Poor,9,True,94.2,AA
S1321,21,Male,2.9,4.6,0.0,True,77.6,4.9,Good,3,Bachelor,Good,9,True,67.8,CC
S1322,20,Male,6.1,4.9,1.4,False,68.7,5.3,Good,0,Bachelor,Good,10,False,96.1,AA
S1323,18,Male,2.9,1.6,1.7,False,100.0,6.1,Good,0,Bachelor,Good,10,False,70.2,CB
S1324,22,Female,3.8,1.8,0.7,False,97.5,8.2,Fair,5,Bachelor,Average,2,False,84.2,BB
S1325,22,Female,4.9,3.5,1.2,False,77.2,7.4,Good,0,High School,Good,4,False,75.4,CB
S1326,19,Male,1.4,2.0,3.5,False,87.7,6.3,Fair,1,Bachelor,Good,8,False,41.7,DD
S1327,23,Male,0.9,2.4,2.5,False,89.2,6.9,Fair,0,High School,Poor,1,False,23.1,FF
S1328,24,Female,1.2,2.5,0.8,True,96.9,5.8,Good,4,Master,Good,5,False,50.3,DC
S1329,24,Male,5.4,0.2,0.0,False,76.8,6.7,Fair,4,Bachelor,Average,8,False,100.0,AA
S1330,17,Male,2.7,2.5,1.4,False,95.9,6.6,Good,6,Master,Average,2,False,52.2,DC
S1331,17,Male,7.3,1.7,1.6,False,79.5,7.7,Fair,6,Primary School,Average,2,True,100.0,AA
S1332,20,Male,2.7,1.9,2.3,False,71.6,7.7,Fair,3,High School,Poor,8,False,71.2,CB
S1333,19,Male,3.8,4.2,1.2,False,92.2,7.1,Good,1,High School,Good,10,False,72.3,CB
S1334,22,Female,5.8,1.0,2.4,False,97.9,6.1,Fair,4,Primary School,Average,9,False,100.0,AA
S1335,24,Male,6.5,3.5,3.9,False,100.0,7.4,Poor,5,High School,Average,7,True,100.0,AA
S1336,21,Female,6.6,2.2,2.7,False,73.0,6.4,Good,2,Bachelor,Poor,8,True,100.0,AA
S1337,19,Male,5.3,2.2,1.7,False,92.0,5.2,Fair,2,High School,Good,5,False,93.1,AA
S1338,20,Female,5.0,3.4,1.6,True,80.9,6.0,Good,2,Bachelor,Average,1,True,67.7,CC
S1339,20,Female,4.4,2.9,1.4,False,92.8,6.6,Fair,6,Master,Good,4,True,77.9,CB
S1340,19,Male,4.7,3.2,3.1,True,70.3,7.6,Fair,5,Bachelor,Good,2,False,80.3,BB
S1341,20,Female,2.7,3.7,1.1,False,72.4,6.3,Fair,0,High School,Average,3,False,44.3,DD
S1342,19,Male,2.3,2.1,1.8,False,77.2,5.0,Fair,5,High School,Average,3,False,54.7,DC
S1343,18,Non-binary,3.5,1.8,1.9,False,85.8,6.6,Fair,0,High School,Good,9,False,85.0,BA
S1344,19,Male,3.2,1.2,1.2,False,78.6,6.6,Fair,2,High School,Poor,10,True,81.7,BB
S1345,23,Male,2.8,1.5,0.3,False,91.6,6.7,Fair,3,Bachelor,Poor,4,False,71.6,CB
S1346,19,Male,4.5,6.0,2.2,True,95.3,7.6,Poor,3,High School,Good,2,True,73.7,CB
S1347,20,Non-binary,4.9,4.0,1.7,False,91.0,7.7,Fair,0,Master,Average,3,False,77.0,CB
S1348,24,Female,3.6,0.9,2.4,False,100.0,5.8,Poor,2,Bachelor,Average,3,False,72.3,CB
S1349,23,Female,5.7,0.9,1.2,False,89.2,5.8,Poor,5,Bachelor,Average,7,False,100.0,AA
S1350,20,Male,1.8,3.1,3.1,False,72.8,5.3,Good,3,High School,Average,8,False,54.0,DC
S1351,17,Female,3.2,3.2,0.8,False,98.6,7.3,Good,0,High School,Good,6,False,70.4,CB
S1352,17,Male,2.4,3.2,3.7,False,78.9,8.2,Good,5,Bachelor,Good,4,True,47.0,DD
S1353,24,Female,0.7,2.2,0.0,False,94.1,6.1,Fair,2,High School,Good,6,False,48.7,DD
S1354,24,Male,3.4,2.3,2.3,False,100.0,6.2,Good,1,High School,Good,1,False,47.6,DD
S1355,23,Male,3.3,2.9,2.3,True,89.6,8.3,Good,2,High School,Average,10,False,81.1,BB
S1356,18,Male,5.8,2.6,0.9,True,70.0,7.1,Good,6,High School,Average,8,False,100.0,AA
S1357,24,Male,4.4,0.0,2.3,False,75.8,7.0,Fair,2,Bachelor,Average,1,False,81.9,BB
S1358,17,Female,2.0,2.2,3.2,False,98.2,5.1,Good,5,High School,Average,5,False,56.3,DC
S1359,19,Male,6.3,1.5,0.0,False,83.3,7.3,Good,5,Bachelor,Good,2,True,100.0,AA
S1360,20,Female,5.3,2.7,2.4,True,85.8,5.4,Good,4,High School,Good,6,False,81.0,BB
S1361,17,Male,4.4,6.1,0.0,False,92.6,5.1,Poor,4,Bachelor,Average,9,True,84.9,BB
S1362,17,Female,3.2,2.9,0.7,False,92.0,6.1,Fair,5,Master,Poor,5,False,67.9,CC
S1363,18,Male,2.1,2.1,3.6,False,87.8,5.8,Fair,5,Master,Poor,4,False,56.9,DC
S1364,23,Male,2.9,3.6,1.2,False,82.9,6.2,Fair,1,High School,Average,2,False,45.9,DD
S1365,23,Female,5.1,3.1,0.5,True,81.9,4.8,Good,1,Primary School,Poor,3,False,76.0,CB
S1366,22,Male,6.3,3.0,1.6,False,93.6,7.7,Poor,2,High School,Average,6,True,94.8,AA
S1367,18,Male,5.8,3.2,4.1,False,90.5,7.9,Poor,6,Bachelor,Good,8,False,99.3,AA
S1368,19,Female,2.8,5.0,0.0,True,82.4,4.2,Fair,3,Bachelor,Good,8,False,71.0,CB
S1369,23,Female,1.8,1.1,0.6,True,95.8,7.7,Poor,6,Bachelor,Average,5,False,70.9,CB
S1370,20,Male,3.7,3.1,3.4,True,83.7,5.5,Fair,1,High School,Average,5,True,59.8,DC
S1371,24,Male,0.8,1.4,3.8,True,76.5,7.5,Good,2,Bachelor,Average,10,False,36.0,FF
S1372,18,Female,4.0,3.2,1.7,False,77.4,6.4,Fair,6,High School,Good,3,False,68.4,CC
S1373,24,Male,3.3,1.4,0.4,False,75.2,6.5,Poor,0,Bachelor,Good,7,True,72.9,CB
S1374,17,Male,2.8,2.0,4.1,True,82.3,6.3,Fair,4,High School,Good,6,False,57.3,DC
S1375,20,Male,1.1,2.1,3.6,True,97.3,8.0,Fair,6,Bachelor,Average,1,True,50.3,DC
S1376,20,Female,4.3,3.7,2.5,False,76.9,5.0,Poor,3,Primary School,Good,4,False,65.7,CC
S1377,17,Female,2.7,3.6,0.9,False,86.9,7.2,Good,2,High School,Poor,6,True,67.9,CC
S1378,18,Male,1.7,1.0,1.7,False,78.4,7.8,Good,6,Bachelor,Good,6,False,63.6,CC
S1379,17,Male,0.0,2.6,1.6,False,82.4,7.4,Good,5,High School,Average,3,False,32.9,FF
S1380,24,Male,3.5,1.6,2.2,False,69.9,9.3,Good,0,Bachelor,Average,6,False,67.7,CC
S1381,22,Female,6.2,1.0,3.4,False,82.8,5.9,Poor,4,Bachelor,Good,10,False,100.0,AA
S1382,20,Male,6.0,2.2,2.8,True,83.1,7.6,Good,0,Bachelor,Average,6,False,96.8,AA
S1383,21,Male,2.8,2.1,0.6,False,90.4,6.4,Good,2,High School,Poor,9,True,71.0,CB
S1384,21,Female,2.6,5.4,3.3,False,87.2,8.0,Good,1,High School,Poor,9,False,59.8,DC
S1385,24,Male,4.2,3.0,2.1,False,73.0,6.5,Poor,4,Bachelor,Poor,2,False,64.2,CC
S1386,19,Female,2.0,0.8,2.6,False,95.8,6.0,Good,0,High School,Poor,4,False,45.2,DD
S1387,23,Male,4.0,1.8,3.4,False,87.1,8.1,Good,1,Bachelor,Poor,9,True,82.9,BB
S1388,17,Male,4.6,3.7,0.6,False,87.0,5.9,Good,3,High School,Average,4,True,73.2,CB
S1389,17,Male,5.3,5.0,1.8,False,84.9,4.8,Poor,2,High School,Average,8,False,79.6,CB
S1390,19,Female,3.3,0.6,1.2,True,79.8,5.9,Good,2,High School,Good,10,False,73.0,CB
S1391,19,Female,3.2,0.2,0.1,True,87.2,7.2,Good,4,Primary School,Average,3,False,72.6,CB
S1392,24,Female,2.2,4.7,2.2,False,89.8,8.2,Good,0,High School,Poor,3,False,45.2,DD
S1393,24,Male,2.3,3.0,4.6,False,67.5,6.6,Fair,3,Bachelor,Average,9,False,51.8,DC
S1394,19,Female,3.2,1.5,0.0,False,79.6,8.1,Good,5,Bachelor,Good,10,False,92.0,AA
S1395,20,Male,4.1,3.1,1.8,False,82.5,4.9,Fair,4,High School,Good,8,False,77.8,CB
S1396,24,Male,4.9,0.0,2.5,True,87.6,6.0,Fair,5,Master,Average,1,False,97.2,AA
S1397,22,Female,2.3,2.5,1.9,True,96.9,6.2,Fair,4,Bachelor,Good,10,True,71.9,CB
S1398,24,Male,5.7,2.9,1.7,False,77.3,6.4,Good,0,Master,Good,2,True,69.1,CC
S1399,17,Male,3.1,3.6,0.4,False,80.0,6.6,Poor,3,Bachelor,Good,3,True,59.6,DC
S1400,24,Male,3.5,1.3,2.1,False,79.9,7.3,Fair,0,Bachelor,Good,2,False,60.4,CC
S1401,20,Male,2.4,2.6,1.0,False,77.0,6.0,Good,2,Primary School,Good,3,True,48.3,DD
S1402,19,Male,0.0,1.4,0.0,False,81.5,6.7,Good,5,High School,Good,8,True,50.1,DC
S1403,17,Female,4.8,2.8,3.1,False,92.7,6.4,Fair,1,Primary School,Good,6,False,74.9,CB
S1404,24,Male,4.6,1.4,2.9,True,74.5,5.4,Good,6,Bachelor,Average,7,True,85.6,BA
S1405,20,Female,3.1,2.0,1.9,False,89.3,6.4,Good,2,High School,Good,10,True,65.4,CC
S1406,22,Female,3.6,1.3,2.1,False,68.0,6.3,Poor,2,Bachelor,Good,10,True,82.4,BB
S1407,24,Male,4.3,3.3,3.0,False,79.4,6.3,Fair,5,High School,Poor,6,True,67.3,CC
S1408,20,Male,1.2,3.5,2.0,False,81.7,6.5,Poor,4,Bachelor,Good,1,False,34.3,FF
S1409,22,Male,2.7,2.2,2.8,False,100.0,6.6,Fair,2,High School,Average,3,False,53.0,DC
S1410,19,Female,4.7,2.5,1.5,False,82.3,6.0,Fair,6,High School,Average,1,False,78.0,CB
S1411,24,Male,1.6,0.8,3.2,True,63.0,8.0,Good,3,High School,Good,10,False,58.2,DC
S1412,22,Female,3.9,2.1,2.2,False,65.0,5.1,Good,2,High School,Average,9,False,73.7,CB
S1413,17,Male,1.5,2.4,2.0,True,85.3,5.6,Poor,3,High School,Average,9,False,60.3,CC
S1414,19,Female,4.2,5.6,0.4,False,91.1,9.8,Poor,0,Bachelor,Poor,5,True,78.7,CB
S1415,17,Male,3.4,1.2,2.1,True,88.8,5.3,Fair,4,Primary School,Average,4,True,68.3,CC
S1416,21,Male,1.1,4.3,0.9,False,86.7,4.9,Fair,3,High School,Average,9,False,49.9,DD
S1417,18,Female,5.2,3.7,1.1,False,96.6,7.4,Fair,2,Bachelor,Average,9,True,100.0,AA
S1418,24,Female,2.4,2.8,0.9,False,79.6,4.0,Good,4,Primary School,Average,3,True,54.7,DC
S1419,22,Male,2.3,4.6,0.6,False,93.9,6.2,Good,6,Master,Good,5,False,58.7,DC
S1420,18,Female,3.8,2.9,4.1,True,68.7,9.1,Fair,4,Master,Good,3,False,70.8,CB
S1421,18,Female,5.2,3.0,3.3,False,76.0,4.6,Good,3,Primary School,Poor,10,True,87.1,BA
S1422,22,Female,2.0,2.4,3.9,False,66.9,4.1,Fair,3,High School,Good,2,True,29.5,FF
S1423,19,Female,3.6,4.0,0.5,False,82.3,4.7,Good,1,High School,Poor,1,False,53.2,DC
S1424,24,Male,4.1,3.8,1.9,True,84.5,7.6,Fair,1,Bachelor,Poor,10,False,73.0,CB
S1425,21,Male,4.5,1.7,0.4,False,86.1,7.8,Poor,4,Bachelor,Poor,2,True,71.1,CB
S1426,17,Male,3.8,0.9,1.0,False,85.6,5.9,Good,5,Bachelor,Good,8,False,80.9,BB
S1427,20,Female,2.9,2.3,0.8,True,75.7,7.3,Fair,5,Bachelor,Good,8,False,75.1,CB
S1428,17,Female,2.3,1.5,3.2,False,83.1,8.2,Good,1,High School,Average,3,False,52.4,DC
S1429,20,Male,3.6,2.4,1.4,False,70.0,8.6,Fair,2,Bachelor,Average,7,False,67.6,CC
S1430,17,Male,1.9,4.0,3.0,False,98.6,6.2,Poor,0,Bachelor,Average,7,True,35.7,FF
S1431,22,Female,0.0,2.0,2.5,False,82.0,3.7,Poor,4,Bachelor,Average,2,False,29.9,FF
S1432,21,Non-binary,4.2,2.4,4.3,False,80.1,5.5,Fair,0,Master,Good,9,False,70.7,CB
S1433,24,Female,4.9,2.6,0.2,False,100.0,6.0,Good,1,Bachelor,Average,3,True,89.3,BA
S1434,20,Male,0.0,3.5,3.2,False,72.6,6.2,Fair,3,High School,Good,2,False,26.2,FF
S1435,24,Male,2.0,0.0,3.1,False,73.7,6.3,Good,6,High School,Average,3,True,58.3,DC
S1436,24,Male,4.4,1.8,0.7,False,74.0,7.8,Good,4,High School,Good,2,True,78.4,CB
S1437,24,Female,6.6,2.8,2.9,False,84.3,8.0,Good,1,Primary School,Good,8,False,100.0,AA
S1438,23,Male,3.5,3.9,2.2,False,89.3,6.3,Fair,2,Master,Average,5,True,66.8,CC
S1439,19,Female,2.4,1.9,1.5,False,92.4,7.8,Good,6,High School,Good,3,False,63.8,CC
S1440,17,Male,3.2,0.2,0.9,False,100.0,6.9,Fair,4,Bachelor,Good,5,False,76.1,CB
S1441,24,Female,5.6,3.2,1.0,False,62.5,6.6,Fair,4,Bachelor,Average,8,False,82.7,BB
S1442,17,Female,2.5,1.7,4.1,False,91.1,7.6,Poor,5,Primary School,Average,7,False,65.0,CC
S1443,24,Female,2.3,1.1,1.8,True,79.4,6.6,Fair,3,Master,Good,6,False,66.8,CC
S1444,20,Male,2.8,1.8,2.7,False,79.1,9.0,Poor,4,Master,Average,1,True,64.9,CC
S1445,19,Male,2.1,2.3,0.9,False,78.8,4.8,Good,3,Bachelor,Poor,10,False,63.1,CC
S1446,19,Male,3.7,1.8,0.9,True,75.9,5.9,Fair,1,High School,Average,1,False,56.3,DC
S1447,22,Female,5.9,0.0,3.0,False,100.0,6.3,Fair,2,High School,Good,1,True,93.6,AA
S1448,23,Female,4.0,3.6,0.3,False,93.4,7.0,Good,6,High School,Good,10,True,91.9,AA
S1449,22,Female,3.1,4.0,1.3,False,85.2,8.0,Fair,6,High School,Good,8,True,74.0,CB
S1450,22,Female,3.1,3.3,1.8,False,98.5,6.5,Fair,2,Bachelor,Average,8,False,62.7,CC
S1451,22,Female,1.2,1.1,1.9,False,69.9,4.8,Poor,4,Master,Poor,7,False,58.6,DC
S1452,22,Male,4.8,2.3,1.6,True,71.7,7.5,Good,4,Bachelor,Good,6,False,89.3,BA
S1453,22,Female,3.4,2.5,2.2,False,63.2,7.4,Poor,1,Master,Good,4,False,63.4,CC
S1454,21,Male,3.2,3.2,2.6,True,78.0,4.2,Fair,5,Bachelor,Poor,1,False,46.7,DD
S1455,19,Male,8.3,3.3,2.6,True,86.6,6.5,Fair,5,High School,Average,9,False,100.0,AA
S1456,22,Female,3.9,1.6,0.7,True,86.0,4.6,Good,5,Master,Poor,1,False,68.7,CC
S1457,24,Male,2.4,2.6,1.5,False,86.5,5.7,Good,3,High School,Good,4,False,58.9,DC
S1458,19,Male,2.9,3.0,3.1,False,70.9,5.4,Good,5,Master,Good,3,False,59.0,DC
S1459,19,Female,5.2,4.2,2.8,True,93.0,7.5,Poor,2,High School,Good,7,False,77.9,CB
S1460,18,Male,3.7,3.3,0.3,True,87.4,6.6,Fair,6,High School,Good,5,False,72.3,CB
S1461,21,Female,1.3,3.4,2.2,False,92.3,5.0,Fair,6,Master,Poor,5,False,49.7,DD
S1462,22,Male,4.9,2.6,0.0,True,66.1,7.6,Poor,3,Bachelor,Good,4,False,80.9,BB
S1463,17,Male,2.5,4.2,1.9,True,88.1,4.8,Fair,1,Master,Good,1,False,44.5,DD
S1464,20,Male,6.3,3.0,3.9,True,73.1,6.9,Fair,2,Master,Average,5,False,85.3,BA
S1465,23,Male,5.1,1.5,0.8,False,81.0,5.5,Fair,6,Primary School,Good,4,False,83.2,BB
S1466,24,Female,2.8,4.2,0.9,False,90.3,6.1,Good,2,Bachelor,Average,10,False,59.7,DC
S1467,17,Male,5.4,3.3,2.6,False,85.9,7.1,Fair,6,High School,Good,8,False,98.1,AA
S1468,21,Female,3.6,2.0,0.1,False,76.5,7.1,Good,0,Bachelor,Good,2,True,66.8,CC
S1469,20,Male,4.8,1.9,1.1,False,85.1,8.1,Fair,1,Bachelor,Good,8,True,96.1,AA
S1470,21,Female,4.2,2.9,2.5,False,69.7,6.4,Fair,1,High School,Good,1,False,60.4,CC
S1471,24,Female,2.2,3.1,1.1,False,96.5,6.9,Fair,0,Bachelor,Poor,4,False,33.8,FF
S1472,19,Female,2.5,2.7,1.5,False,82.9,6.0,Poor,3,Bachelor,Average,3,False,56.1,DC
S1473,20,Male,5.0,2.9,2.6,False,96.2,6.7,Poor,6,High School,Average,5,False,80.6,BB
S1474,19,Male,3.0,4.5,2.3,True,79.7,7.0,Fair,6,Bachelor,Good,5,False,52.6,DC
S1475,24,Male,2.9,3.8,2.1,False,79.8,6.4,Good,6,Bachelor,Good,5,True,52.1,DC
S1476,17,Female,2.1,2.7,1.4,False,77.4,4.3,Good,5,Master,Good,4,True,39.9,FF
S1477,24,Male,4.1,3.6,2.2,False,93.8,6.9,Poor,5,High School,Poor,8,False,84.0,BB
S1478,17,Female,6.6,1.3,1.7,False,77.9,6.9,Good,5,High School,Good,3,True,97.7,AA
S1479,20,Female,1.9,3.0,2.3,False,91.4,5.7,Good,5,Bachelor,Good,4,False,43.3,DD
S1480,20,Male,3.5,4.7,1.3,True,81.2,5.0,Good,5,Primary School,Good,1,False,55.9,DC
S1481,22,Female,5.6,2.2,1.6,False,65.2,8.3,Good,0,Master,Poor,7,False,84.6,BB
S1482,21,Male,3.4,1.5,0.7,False,79.3,7.1,Fair,1,Primary School,Poor,1,False,67.0,CC
S1483,22,Male,4.2,1.7,1.8,False,73.2,6.2,Fair,3,Bachelor,Poor,2,False,76.0,CB
S1484,21,Female,1.9,1.2,0.9,False,85.3,5.1,Fair,2,Bachelor,Good,7,True,56.9,DC
S1485,22,Female,4.1,1.6,0.6,False,73.1,5.5,Fair,5,High School,Good,1,False,77.5,CB
S1486,19,Female,3.2,2.1,2.1,False,94.3,8.1,Fair,0,Primary School,Good,3,False,69.4,CC
S1487,20,Male,5.0,0.8,2.0,False,84.1,6.7,Fair,6,Bachelor,Average,6,True,94.6,AA
S1488,17,Male,5.3,2.5,2.7,True,83.2,5.8,Good,3,Bachelor,Average,6,True,93.4,AA
S1489,21,Female,7.4,3.6,1.3,False,91.6,7.1,Good,3,High School,Good,6,True,100.0,AA
S1490,24,Female,4.4,1.4,2.2,False,94.6,5.5,Good,3,Master,Good,2,True,63.6,CC
S1491,21,Female,4.0,4.3,2.4,False,84.8,8.3,Good,0,High School,Good,2,False,53.0,DC
S1492,17,Male,3.8,3.1,2.3,False,77.3,8.1,Good,2,High School,Good,6,False,67.8,CC
S1493,22,Female,3.0,3.7,0.9,False,67.3,5.9,Poor,5,Bachelor,Average,10,False,73.9,CB
S1494,21,Male,4.0,1.7,2.0,False,78.1,5.7,Fair,3,High School,Good,5,False,66.5,CC
S1495,23,Male,3.1,3.5,2.2,False,78.8,3.4,Fair,0,Master,Good,7,False,49.9,DD
S1496,19,Female,3.8,1.2,1.8,False,86.1,4.7,Good,6,High School,Average,7,False,73.9,CB
S1497,20,Male,5.5,3.6,0.0,False,81.5,4.9,Fair,1,Primary School,Average,5,False,80.3,BB
S1498,17,Female,2.0,2.7,2.0,False,91.9,6.7,Good,6,High School,Average,8,False,71.7,CB
S1499,20,Male,5.2,3.2,4.2,True,78.9,6.1,Poor,0,Bachelor,Poor,10,False,83.3,BB
S1500,23,Male,5.5,1.1,1.4,False,84.4,4.9,Fair,0,Bachelor,Good,6,False,84.5,BB
